,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
LRIF16,3.65E-146,0.690136742,0.684,0.23,1.05E-141,7,LRIF1
SAFB6,8.06E-146,0.80070111,0.783,0.349,2.31E-141,7,SAFB
YWHAE5,8.44E-146,0.751845599,0.988,0.899,2.42E-141,7,YWHAE
NAP1L13,1.67E-145,0.803199058,0.963,0.834,4.79E-141,7,NAP1L1
CXXC1,1.95E-145,0.642650809,0.578,0.167,5.58E-141,7,CXXC1
CDC37L15,2.35E-145,0.704183444,0.724,0.281,6.73E-141,7,CDC37L1
DLEU2,4.05E-145,0.629610057,0.604,0.195,1.16E-140,7,DLEU2
SLC39A1,5.04E-145,0.493687149,0.432,0.08,1.44E-140,7,SLC39A1
DDX213,6.96E-145,0.774132071,0.771,0.369,1.99E-140,7,DDX21
KDM1A5,8.33E-145,0.837049129,0.905,0.641,2.38E-140,7,KDM1A
DCUN1D56,8.48E-145,0.737148856,0.809,0.333,2.43E-140,7,DCUN1D5
RAC16,1.58E-144,0.815786569,0.97,0.618,4.52E-140,7,RAC1
CCDC792,2.32E-144,0.915638484,0.692,0.291,6.64E-140,7,CCDC79
ATP6V1G16,2.34E-144,0.826369008,0.976,0.707,6.69E-140,7,ATP6V1G1
TIMM8B5,2.47E-144,0.830613623,0.88,0.627,7.06E-140,7,TIMM8B
MYT1L,4.69E-144,0.556495921,0.548,0.148,1.34E-139,7,MYT1L
FAM98C,2.67E-143,0.553557322,0.544,0.147,7.64E-139,7,FAM98C
CRY12,2.87E-143,0.718918642,0.675,0.259,8.21E-139,7,CRY1
P4HA2,3.76E-143,0.510646693,0.454,0.091,1.08E-138,7,P4HA2
SRSF74,5.07E-143,0.806183739,0.968,0.772,1.45E-138,7,SRSF7
CCAR13,5.45E-143,0.840656257,0.785,0.418,1.56E-138,7,CCAR1
ACBD3,5.82E-142,0.709201761,0.637,0.224,1.67E-137,7,ACBD3
GTF2H2,9.41E-142,0.504508277,0.473,0.104,2.69E-137,7,GTF2H2
FBLN16,1.63E-141,0.64272147,0.68,0.22,4.65E-137,7,FBLN1
MPHOSPH106,1.67E-141,0.643879561,0.686,0.237,4.77E-137,7,MPHOSPH10
CDC426,4.15E-141,0.880349743,0.832,0.485,1.19E-136,7,CDC42
SNRPF6,1.02E-140,0.765027179,0.925,0.544,2.92E-136,7,SNRPF
ISY1,3.76E-140,0.681007033,0.629,0.216,1.08E-135,7,ISY1
HAUS5,8.79E-140,0.617879077,0.533,0.15,2.52E-135,7,HAUS5
BRD75,9.91E-140,0.756468484,0.941,0.584,2.84E-135,7,BRD7
PDIK1L,1.14E-139,0.327250732,0.272,0.029,3.26E-135,7,PDIK1L
TRIP133,1.14E-139,0.804518919,0.817,0.427,3.27E-135,7,TRIP13
SCML2,1.44E-139,0.38617013,0.369,0.058,4.11E-135,7,SCML2
CHST121,2.33E-139,0.486378459,0.489,0.11,6.66E-135,7,CHST12
GML,4.29E-139,0.334663284,0.27,0.029,1.23E-134,7,GML
MDK,4.96E-139,0.580661505,0.562,0.151,1.42E-134,7,MDK
BET12,5.70E-139,0.752404755,0.677,0.276,1.63E-134,7,BET1
ITFG13,2.19E-138,0.874823748,0.83,0.466,6.26E-134,7,ITFG1
STAU14,2.74E-138,0.759204045,0.755,0.358,7.85E-134,7,STAU1
OAZ23,3.57E-138,0.788411623,0.923,0.729,1.02E-133,7,OAZ2
NAA35,4.18E-138,0.6548614,0.651,0.238,1.20E-133,7,NAA35
THOC2,4.33E-138,0.608318588,0.515,0.129,1.24E-133,7,THOC2
MT-ND25,4.36E-138,0.91571553,1,0.898,1.25E-133,7,MT-ND2
SEC11C3,5.54E-138,0.796988424,0.828,0.479,1.58E-133,7,SEC11C
GDI25,6.44E-138,0.868548545,0.858,0.548,1.84E-133,7,GDI2
PSMC3IP4,9.52E-138,0.747837234,0.736,0.326,2.73E-133,7,PSMC3IP
MCM8,1.42E-137,0.595119842,0.582,0.184,4.08E-133,7,MCM8
DDOST5,1.84E-137,0.805590246,0.876,0.52,5.28E-133,7,DDOST
HMGN23,2.00E-137,0.831983994,0.953,0.801,5.74E-133,7,HMGN2
SNRPE5,3.09E-137,0.753475126,0.927,0.559,8.85E-133,7,SNRPE
ILF25,5.17E-137,0.785486369,0.945,0.688,1.48E-132,7,ILF2
SQLE4,5.66E-137,0.804897007,0.846,0.427,1.62E-132,7,SQLE
CCDC47,8.49E-137,0.731984581,0.645,0.245,2.43E-132,7,CCDC47
ZNF75A2,1.10E-136,0.696955912,0.649,0.238,3.16E-132,7,ZNF75A
CHIC25,1.68E-136,0.770282579,0.897,0.515,4.82E-132,7,CHIC2
HSPA85,1.73E-136,0.86084644,0.955,0.639,4.96E-132,7,HSPA8
SLF14,1.54E-135,0.815893565,0.781,0.379,4.42E-131,7,SLF1
SLK1,2.01E-135,0.582834378,0.564,0.158,5.75E-131,7,SLK
PDS5A,2.34E-135,0.563457372,0.546,0.146,6.69E-131,7,PDS5A
EP400,3.46E-135,0.667818138,0.613,0.211,9.90E-131,7,EP400
ATF6B4,5.67E-135,0.620560183,0.643,0.221,1.62E-130,7,ATF6B
LSM14A3,6.63E-135,0.672584854,0.866,0.575,1.90E-130,7,LSM14A
SRSF54,1.35E-134,0.718420844,0.941,0.749,3.87E-130,7,SRSF5
MPC13,1.94E-134,0.868748805,0.826,0.498,5.56E-130,7,MPC1
IFIT5,3.65E-134,0.298522632,0.264,0.028,1.04E-129,7,IFIT5
ZNF280B3,4.20E-134,0.90194666,0.724,0.307,1.20E-129,7,ZNF280B
PPP4C5,5.15E-134,0.740706601,0.943,0.772,1.47E-129,7,PPP4C
BMPR2,6.88E-134,0.397875806,0.359,0.059,1.97E-129,7,BMPR2
RBBP82,1.00E-133,0.737802859,0.718,0.321,2.86E-129,7,RBBP8
ATP11C,1.11E-133,0.620029437,0.538,0.149,3.17E-129,7,ATP11C
NUDT35,1.19E-133,0.628684271,0.746,0.286,3.39E-129,7,NUDT3
KNOP14,3.05E-133,0.682454939,0.665,0.226,8.73E-129,7,KNOP1
RBM44,4.45E-133,0.566533935,0.523,0.143,1.27E-128,7,RBM44
TMEM1073,7.22E-133,0.767107675,0.698,0.306,2.07E-128,7,TMEM107
LINC01481.1,8.97E-133,0.411846019,0.369,0.064,2.57E-128,7,LINC01481.1
MIS18A6,1.09E-132,0.684427493,0.793,0.356,3.13E-128,7,MIS18A
SLMAP1,1.10E-132,0.748132293,0.728,0.354,3.15E-128,7,SLMAP
PRC13,3.35E-132,0.757911964,0.781,0.382,9.59E-128,7,PRC1
TSG1015,4.47E-132,0.734063649,0.897,0.632,1.28E-127,7,TSG101
PAGE56,8.20E-132,0.7867688,0.822,0.39,2.35E-127,7,PAGE5
BANF15,1.66E-131,0.738028449,0.955,0.604,4.76E-127,7,BANF1
PIP5K1A,4.01E-131,0.578781074,0.507,0.138,1.15E-126,7,PIP5K1A
EIF2S16,4.49E-131,0.874683294,0.882,0.601,1.28E-126,7,EIF2S1
LAMTOR55,4.76E-131,0.70569374,0.98,0.725,1.36E-126,7,LAMTOR5
C20orf244,5.59E-131,0.869812263,0.88,0.617,1.60E-126,7,C20orf24
TMX1,7.10E-131,0.626692023,0.582,0.177,2.03E-126,7,TMX1
EIF56,2.19E-130,0.708195514,0.994,0.902,6.28E-126,7,EIF5
NUTF26,1.14E-129,0.732846037,0.779,0.368,3.26E-125,7,NUTF2
CENPK3,1.70E-129,0.764617302,0.728,0.345,4.86E-125,7,CENPK
CRELD22,2.67E-129,0.781575983,0.864,0.601,7.65E-125,7,CRELD2
SRRM13,2.73E-129,0.692099175,0.945,0.741,7.83E-125,7,SRRM1
KDELR16,3.61E-129,0.70195717,0.621,0.209,1.03E-124,7,KDELR1
TRIP114,4.24E-129,0.737586784,0.694,0.293,1.21E-124,7,TRIP11
MNAT1,5.20E-129,0.576079018,0.574,0.184,1.49E-124,7,MNAT1
RNF2162,5.27E-129,0.773377587,0.884,0.642,1.51E-124,7,RNF216
RP11-78J21.4,5.40E-129,0.367102977,0.323,0.048,1.55E-124,7,RP11-78J21.4
STRADB,6.82E-129,0.55882563,0.55,0.156,1.95E-124,7,STRADB
MND16,7.30E-129,0.588085251,0.714,0.263,2.09E-124,7,MND1
DTD15,9.27E-129,0.786033113,0.834,0.499,2.65E-124,7,DTD1
NSRP12,1.17E-128,0.848197891,0.909,0.681,3.36E-124,7,NSRP1
CTSV,2.31E-128,0.514532336,0.458,0.105,6.62E-124,7,CTSV
UBXN42,2.38E-128,0.678772641,0.988,0.883,6.81E-124,7,UBXN4
HSPA56,2.43E-128,0.962148399,0.951,0.639,6.95E-124,7,HSPA5
ARL5A6,3.30E-128,0.628203012,0.724,0.296,9.45E-124,7,ARL5A
RNF212B1,3.89E-128,0.907073213,0.633,0.252,1.11E-123,7,RNF212B
SNRNP704,1.08E-127,0.714490573,0.817,0.451,3.09E-123,7,SNRNP70
KHDRBS14,1.74E-127,0.771206469,0.858,0.493,4.97E-123,7,KHDRBS1
ATF7IP24,2.32E-127,0.837067252,0.848,0.553,6.64E-123,7,ATF7IP2
AC010226.4,3.45E-127,0.288684027,0.266,0.031,9.89E-123,7,AC010226.4
RTN34,6.82E-127,0.757200366,0.886,0.59,1.95E-122,7,RTN3
ENY22,2.44E-126,0.717648194,0.927,0.733,6.99E-122,7,ENY2
PSMB22,2.51E-126,0.833593891,0.923,0.697,7.19E-122,7,PSMB2
UBA6,8.92E-126,0.466237068,0.477,0.115,2.55E-121,7,UBA6
SPCS15,2.11E-125,0.509231846,0.996,0.974,6.03E-121,7,SPCS1
PARN,3.57E-125,0.577744511,0.529,0.154,1.02E-120,7,PARN
C3orf144,1.04E-124,0.805483777,0.844,0.568,2.98E-120,7,C3orf14
PRDM9,1.18E-124,0.479769688,0.359,0.066,3.38E-120,7,PRDM9
REL,1.51E-124,0.57694034,0.517,0.144,4.31E-120,7,REL
CDCA8,3.62E-124,0.565364365,0.57,0.178,1.04E-119,7,CDCA8
MMD,4.35E-124,0.405765314,0.367,0.067,1.25E-119,7,MMD
CCT86,1.31E-123,0.730162508,0.872,0.489,3.74E-119,7,CCT8
TIPRL4,2.48E-123,0.748533518,0.797,0.486,7.10E-119,7,TIPRL
AKAP8L3,3.30E-123,0.746302886,0.83,0.528,9.46E-119,7,AKAP8L
SENP62,3.66E-123,0.693588588,0.706,0.328,1.05E-118,7,SENP6
GABARAPL25,4.33E-123,0.843374536,0.933,0.636,1.24E-118,7,GABARAPL2
TOP13,5.51E-123,0.707802048,0.637,0.256,1.58E-118,7,TOP1
HDAC26,5.71E-123,0.768810296,0.919,0.648,1.64E-118,7,HDAC2
VPS36,6.68E-123,0.373801776,0.325,0.05,1.91E-118,7,VPS36
RBX16,9.81E-123,0.75800122,0.917,0.581,2.81E-118,7,RBX1
RAB183,1.39E-122,0.756677525,0.836,0.557,3.97E-118,7,RAB18
SRP96,2.25E-122,0.710572846,0.939,0.574,6.43E-118,7,SRP9
FBXL54,8.43E-122,0.742064051,0.846,0.56,2.41E-117,7,FBXL5
UBA25,9.07E-122,0.696152795,0.945,0.595,2.60E-117,7,UBA2
TTC322,1.33E-121,0.783368644,0.688,0.335,3.80E-117,7,TTC32
SKP14,1.33E-121,0.532245194,0.998,0.961,3.81E-117,7,SKP1
RBBP76,3.25E-121,0.695679035,0.799,0.341,9.30E-117,7,RBBP7
GOLGA43,4.50E-121,0.788595831,0.939,0.711,1.29E-116,7,GOLGA4
RP11-486G15.2,5.59E-121,0.305979391,0.278,0.037,1.60E-116,7,RP11-486G15.2
DEK6,6.07E-121,0.627575412,0.759,0.3,1.74E-116,7,DEK
MED112,8.16E-121,0.641812564,0.586,0.205,2.33E-116,7,MED11
FGD5-AS1,1.03E-120,0.622302025,0.606,0.218,2.95E-116,7,FGD5-AS1
VAMP26,3.22E-120,0.804002352,0.822,0.388,9.21E-116,7,VAMP2
CDKN2C,3.48E-120,0.465308814,0.357,0.067,9.95E-116,7,CDKN2C
MPHOSPH85,1.32E-119,0.698525319,0.886,0.601,3.79E-115,7,MPHOSPH8
HNRNPUL13,1.44E-119,0.775868443,0.83,0.595,4.12E-115,7,HNRNPUL1
ARHGAP51,3.54E-119,0.71406847,0.71,0.355,1.01E-114,7,ARHGAP5
ICE1,4.63E-119,0.511796983,0.527,0.155,1.32E-114,7,ICE1
HNRNPM5,6.15E-119,0.711224772,0.884,0.511,1.76E-114,7,HNRNPM
RP11-522I20.31,6.90E-119,0.456459677,0.436,0.099,1.98E-114,7,RP11-522I20.3
PTBP2,9.03E-119,0.638500252,0.57,0.192,2.58E-114,7,PTBP2
ARFGAP34,1.19E-118,0.755037095,0.807,0.471,3.39E-114,7,ARFGAP3
CPSF61,1.34E-118,0.614028688,0.667,0.275,3.84E-114,7,CPSF6
DNAJC192,2.02E-118,0.690810745,0.635,0.255,5.80E-114,7,DNAJC19
TEX11,2.67E-118,0.552763651,0.497,0.145,7.64E-114,7,TEX11
FANCL,4.91E-118,0.49322646,0.507,0.143,1.41E-113,7,FANCL
EIF2S25,5.83E-118,0.682683512,0.98,0.836,1.67E-113,7,EIF2S2
RPS4Y16,6.32E-118,0.593865941,0.844,0.324,1.81E-113,7,RPS4Y1
UBL55,7.79E-118,0.671152165,0.982,0.785,2.23E-113,7,UBL5
SGSM32,8.21E-118,0.758261009,0.71,0.366,2.35E-113,7,SGSM3
PXMP2,8.83E-118,0.604743497,0.548,0.181,2.53E-113,7,PXMP2
SRSF103,1.10E-117,0.695743905,0.905,0.701,3.15E-113,7,SRSF10
TAX1BP13,1.21E-117,0.758126122,0.905,0.7,3.47E-113,7,TAX1BP1
SMC1A,1.55E-117,0.578435545,0.462,0.117,4.44E-113,7,SMC1A
JAGN15,2.72E-117,0.625282477,0.657,0.266,7.77E-113,7,JAGN1
AUP13,2.90E-117,0.675139004,0.761,0.435,8.30E-113,7,AUP1
P4HA1,3.50E-117,0.627581072,0.562,0.198,1.00E-112,7,P4HA1
TCTN12,6.64E-117,0.707380008,0.783,0.481,1.90E-112,7,TCTN1
HSPA26,7.60E-117,0.671941265,0.897,0.51,2.18E-112,7,HSPA2
ARHGAP5-AS1,9.12E-117,0.359998912,0.335,0.058,2.61E-112,7,ARHGAP5-AS1
LLNLR-245B6.1,1.30E-116,0.819489038,0.535,0.177,3.73E-112,7,LLNLR-245B6.1
VIMP5,3.24E-116,0.784976174,0.913,0.603,9.27E-112,7,VIMP
FANCI,4.32E-116,0.639122818,0.566,0.198,1.24E-111,7,FANCI
HDAC14,4.51E-116,0.743754881,0.736,0.398,1.29E-111,7,HDAC1
FANCD2,7.53E-116,0.595866255,0.556,0.189,2.16E-111,7,FANCD2
CETN35,8.57E-116,0.394960254,0.872,0.444,2.45E-111,7,CETN3
CCDC1815,1.10E-115,0.733683251,0.742,0.415,3.14E-111,7,CCDC18
FBXW76,1.26E-115,0.655566788,0.775,0.399,3.62E-111,7,FBXW7
PTPN121,1.97E-115,0.548091497,0.533,0.155,5.63E-111,7,PTPN12
C16orf70,2.67E-115,0.49348683,0.377,0.08,7.63E-111,7,C16orf70
SUMO24,3.34E-115,0.599988933,1,0.923,9.57E-111,7,SUMO2
METAP24,5.49E-115,0.68886732,0.935,0.756,1.57E-110,7,METAP2
FAM175A3,9.12E-115,0.766923624,0.803,0.514,2.61E-110,7,FAM175A
SHC21,9.46E-115,0.402320566,0.367,0.072,2.71E-110,7,SHC2
CLSTN1,9.90E-115,0.398473354,0.387,0.08,2.84E-110,7,CLSTN1
CHID11,2.33E-114,0.710063207,0.89,0.73,6.67E-110,7,CHID1
HNRNPAB4,3.28E-114,0.694656676,0.696,0.324,9.39E-110,7,HNRNPAB
DDX13,3.52E-114,0.695473571,0.781,0.453,1.01E-109,7,DDX1
SNRNP405,5.21E-114,0.743704535,0.767,0.395,1.49E-109,7,SNRNP40
ZNF3261,5.44E-114,0.610472397,0.609,0.24,1.56E-109,7,ZNF326
CCDC1722,5.77E-114,0.882661607,0.682,0.344,1.65E-109,7,CCDC172
GNPTG,7.85E-114,0.466717013,0.44,0.11,2.25E-109,7,GNPTG
MT-ND4L6,8.07E-114,0.661334111,0.864,0.426,2.31E-109,7,MT-ND4L
RP11-160H22.5,9.52E-114,0.498865844,0.4,0.092,2.72E-109,7,RP11-160H22.5
CMC26,1.01E-113,0.750936316,0.923,0.671,2.90E-109,7,CMC2
RALBP15,1.14E-113,0.686239149,0.74,0.348,3.26E-109,7,RALBP1
RNPS16,1.32E-113,0.582738992,0.931,0.464,3.77E-109,7,RNPS1
MOB41,1.43E-113,0.60750245,0.576,0.205,4.08E-109,7,MOB4
TPST14,1.64E-113,0.667078263,0.7,0.341,4.69E-109,7,TPST1
MAGEA31,6.14E-113,0.53360457,0.499,0.141,1.76E-108,7,MAGEA3
RABEP12,1.06E-112,0.612416419,0.621,0.244,3.04E-108,7,RABEP1
TKTL14,1.30E-112,1.011194958,0.793,0.409,3.71E-108,7,TKTL1
UBE2D1,1.35E-112,0.46617066,0.42,0.1,3.85E-108,7,UBE2D1
RAMP2,1.41E-112,0.493119978,0.548,0.159,4.03E-108,7,RAMP2
ZFAND54,1.63E-112,0.688759273,0.862,0.64,4.66E-108,7,ZFAND5
SMARCC2,1.69E-112,0.436976621,0.43,0.104,4.85E-108,7,SMARCC2
RNF212,3.45E-112,0.603919097,0.576,0.201,9.87E-108,7,RNF212
DKC11,5.06E-112,0.491926198,0.582,0.173,1.45E-107,7,DKC1
TRAF3IP2-AS1,6.73E-112,0.499213114,0.489,0.141,1.93E-107,7,TRAF3IP2-AS1
SYCP13,7.05E-112,2.375255989,0.767,0.586,2.02E-107,7,SYCP1
NSD12,7.66E-112,0.646633305,0.712,0.364,2.19E-107,7,NSD1
PNN4,8.15E-112,0.800383483,0.801,0.535,2.33E-107,7,PNN
UNK3,8.61E-112,0.671337142,0.777,0.441,2.46E-107,7,UNK
HMGXB45,8.92E-112,0.627219748,0.72,0.33,2.55E-107,7,HMGXB4
SPDL14,1.29E-111,0.606447238,0.677,0.306,3.70E-107,7,SPDL1
PPP4R3A3,1.35E-111,0.69486199,0.736,0.414,3.85E-107,7,PPP4R3A
GAL3ST1,1.39E-111,0.295789527,0.268,0.037,3.99E-107,7,GAL3ST1
MLLT42,2.74E-111,0.583182261,0.594,0.216,7.85E-107,7,MLLT4
CAND1,2.87E-111,0.56953278,0.535,0.176,8.21E-107,7,CAND1
TCHH1,4.43E-111,0.621213452,0.367,0.076,1.27E-106,7,TCHH
VKORC1,9.21E-111,0.399332673,0.454,0.114,2.64E-106,7,VKORC1
ZMAT22,1.03E-110,0.692599714,0.673,0.31,2.95E-106,7,ZMAT2
ZC3H152,1.34E-110,0.700673943,0.929,0.813,3.83E-106,7,ZC3H15
PPP4R22,1.48E-110,0.687472885,0.811,0.517,4.23E-106,7,PPP4R2
PAGE26,1.48E-110,0.663558462,0.677,0.246,4.23E-106,7,PAGE2
ZNF280C,2.04E-110,0.344088202,0.308,0.051,5.83E-106,7,ZNF280C
FANCA,2.28E-110,0.497428931,0.458,0.126,6.53E-106,7,FANCA
PKMYT13,2.72E-110,0.667450136,0.726,0.392,7.79E-106,7,PKMYT1
ADAL4,2.78E-110,0.726059844,0.718,0.36,7.95E-106,7,ADAL
XRCC54,7.78E-110,0.695685673,0.884,0.662,2.23E-105,7,XRCC5
C6orf2031,8.23E-110,0.487402496,0.507,0.152,2.36E-105,7,C6orf203
CKS26,8.99E-110,0.729727537,0.97,0.703,2.57E-105,7,CKS2
NDUFAF41,1.95E-109,0.530771252,0.578,0.19,5.58E-105,7,NDUFAF4
BAZ2A3,2.24E-109,0.690564291,0.742,0.406,6.41E-105,7,BAZ2A
TDRG1,3.73E-109,1.203999533,0.503,0.16,1.07E-104,7,TDRG1
ZNF136,4.43E-109,0.402580958,0.367,0.078,1.27E-104,7,ZNF136
PDCD55,4.85E-109,0.598616584,0.982,0.851,1.39E-104,7,PDCD5
CCNE2,1.67E-108,0.63244762,0.531,0.186,4.79E-104,7,CCNE2
PIGT5,1.77E-108,0.704938022,0.795,0.48,5.07E-104,7,PIGT
H2AFY3,3.37E-108,0.590694018,0.625,0.247,9.63E-104,7,H2AFY
TRA2A1,4.31E-108,0.73099961,0.724,0.411,1.23E-103,7,TRA2A
RBPJ5,5.86E-108,0.644295819,0.824,0.504,1.68E-103,7,RBPJ
CLDN10,7.63E-108,0.377514705,0.308,0.054,2.18E-103,7,CLDN10
NSFL1C5,1.20E-107,0.719099526,0.815,0.517,3.42E-103,7,NSFL1C
CHMP2B5,1.56E-107,0.711604955,0.724,0.383,4.47E-103,7,CHMP2B
PRKDC3,1.90E-107,0.602404165,0.623,0.238,5.45E-103,7,PRKDC
COQ2,3.28E-107,0.360549796,0.302,0.051,9.39E-103,7,COQ2
WIPI23,3.63E-107,0.664009955,0.917,0.765,1.04E-102,7,WIPI2
CFL2,3.67E-107,0.565925974,0.556,0.186,1.05E-102,7,CFL2
PCOLCE,3.71E-107,0.488164271,0.432,0.114,1.06E-102,7,PCOLCE
RPL216,9.92E-107,0.605434168,1,0.611,2.84E-102,7,RPL21
ARHGAP294,1.08E-106,0.694352684,0.787,0.446,3.10E-102,7,ARHGAP29
KIF21A1,1.89E-106,0.675099114,0.59,0.241,5.40E-102,7,KIF21A
HINFP,1.99E-106,0.534302435,0.483,0.147,5.70E-102,7,HINFP
RBM28,2.65E-106,0.455985178,0.428,0.109,7.57E-102,7,RBM28
RB1CC14,3.61E-106,0.722101514,0.846,0.569,1.03E-101,7,RB1CC1
STK254,9.83E-106,0.628563129,0.74,0.376,2.81E-101,7,STK25
JTB5,1.16E-105,0.52144829,0.627,0.226,3.33E-101,7,JTB
DDX185,2.71E-105,0.668907991,0.781,0.445,7.77E-101,7,DDX18
CMAS5,2.79E-105,0.667792108,0.834,0.477,8.00E-101,7,CMAS
TIPIN3,3.16E-105,0.698384754,0.801,0.528,9.05E-101,7,TIPIN
RP11-382A20.34,3.48E-105,0.676917761,0.903,0.653,9.97E-101,7,RP11-382A20.3
GCC25,3.96E-105,0.677008154,0.803,0.507,1.13E-100,7,GCC2
UQCRH5,4.75E-105,0.878470769,0.87,0.653,1.36E-100,7,UQCRH
TMEM242,5.95E-105,0.525850372,0.523,0.178,1.70E-100,7,TMEM242
ZNF22,8.07E-105,0.452861936,0.517,0.164,2.31E-100,7,ZNF22
HNRNPH13,9.38E-105,0.778790224,0.85,0.615,2.68E-100,7,HNRNPH1
TM2D35,2.74E-104,0.627114244,0.759,0.411,7.84E-100,7,TM2D3
CLINT1,2.76E-104,0.497081002,0.501,0.154,7.90E-100,7,CLINT1
DDB16,3.05E-104,0.569449515,0.631,0.253,8.74E-100,7,DDB1
DHX292,3.14E-104,0.749870104,0.757,0.474,9.00E-100,7,DHX29
DGUOK6,1.00E-103,0.616032028,0.803,0.427,2.87E-99,7,DGUOK
SET6,1.17E-103,0.606824419,0.909,0.531,3.34E-99,7,SET
ARF66,1.58E-103,0.644039231,0.761,0.404,4.52E-99,7,ARF6
USP9X1,1.66E-103,0.585289566,0.558,0.191,4.77E-99,7,USP9X
LSM56,2.25E-103,0.571052825,0.781,0.371,6.44E-99,7,LSM5
ZNF6385,2.78E-103,0.627381014,0.714,0.368,7.94E-99,7,ZNF638
EBLN3,3.32E-103,0.500181926,0.501,0.154,9.50E-99,7,EBLN3
SMG6,3.53E-103,0.629260225,0.68,0.34,1.01E-98,7,SMG6
ERH4,4.71E-103,0.6778885,0.925,0.748,1.35E-98,7,ERH
LUC7L36,4.89E-103,0.626830639,0.74,0.368,1.40E-98,7,LUC7L3
KMT5C,7.34E-103,0.456182798,0.337,0.069,2.10E-98,7,KMT5C
GLRX34,7.77E-103,0.640101823,0.941,0.803,2.22E-98,7,GLRX3
YME1L12,1.11E-102,0.753583704,0.765,0.503,3.17E-98,7,YME1L1
PROCR,1.43E-102,0.31468515,0.262,0.039,4.10E-98,7,PROCR
MFI2,1.63E-102,0.293609032,0.262,0.039,4.67E-98,7,MFI2
HIST1H2AA,2.74E-102,1.224913881,0.499,0.151,7.86E-98,7,HIST1H2AA
BBS43,3.46E-102,0.678584456,0.682,0.345,9.91E-98,7,BBS4
LAMTOR32,3.63E-102,0.585805324,0.643,0.304,1.04E-97,7,LAMTOR3
DNAJB65,4.34E-102,0.419792086,0.986,0.72,1.24E-97,7,DNAJB6
COMMD21,4.68E-102,0.566800547,0.55,0.193,1.34E-97,7,COMMD2
SELK4,6.53E-102,0.779884576,0.856,0.701,1.87E-97,7,SELK
TOP3A,9.02E-102,0.403378369,0.381,0.09,2.58E-97,7,TOP3A
NUP1072,1.20E-101,0.654963372,0.657,0.321,3.42E-97,7,NUP107
ZNF92,1.38E-101,0.358311423,0.32,0.062,3.96E-97,7,ZNF92
MAGEA1,1.57E-101,0.422678688,0.389,0.09,4.49E-97,7,MAGEA1
SNRPD21,3.54E-101,0.578315077,0.982,0.936,1.01E-96,7,SNRPD2
STOML1,4.10E-101,0.406197294,0.373,0.087,1.17E-96,7,STOML1
CASP8AP2,9.14E-101,0.562688766,0.529,0.179,2.62E-96,7,CASP8AP2
GDE11,1.37E-100,0.720171225,0.708,0.405,3.93E-96,7,GDE1
POLR2L6,2.57E-100,0.598738935,0.929,0.726,7.36E-96,7,POLR2L
PPP2CA4,8.08E-100,0.664272441,0.787,0.522,2.31E-95,7,PPP2CA
COX8A4,8.09E-100,0.582915755,0.657,0.284,2.31E-95,7,COX8A
HLA-C5,2.33E-99,0.509977516,0.671,0.34,6.68E-95,7,HLA-C
ZNF714,2.59E-99,0.452932533,0.398,0.104,7.41E-95,7,ZNF714
RNF1674,3.78E-99,0.650510333,0.819,0.559,1.08E-94,7,RNF167
PRMT5,4.39E-99,0.498572715,0.517,0.173,1.26E-94,7,PRMT5
KMT2E5,6.51E-99,0.659969961,0.767,0.473,1.86E-94,7,KMT2E
LUZP12,9.25E-99,0.842801762,0.738,0.467,2.65E-94,7,LUZP1
CABIN1,1.84E-98,0.534329809,0.58,0.237,5.26E-94,7,CABIN1
GGCT1,2.01E-98,0.752754579,0.59,0.264,5.75E-94,7,GGCT
PPP3CB3,2.85E-98,0.617654946,0.767,0.474,8.16E-94,7,PPP3CB
GNB11,3.95E-98,0.585144972,0.68,0.347,1.13E-93,7,GNB1
HOOK2,7.29E-98,0.564314048,0.533,0.195,2.09E-93,7,HOOK2
CLTA5,1.03E-97,0.622752856,0.941,0.739,2.96E-93,7,CLTA
RRM11,1.45E-97,0.711806173,0.682,0.382,4.16E-93,7,RRM1
HDDC3,2.56E-97,0.52755664,0.448,0.137,7.31E-93,7,HDDC3
METTL56,2.68E-97,0.460613932,0.704,0.267,7.68E-93,7,METTL5
ZMYM54,2.78E-97,0.607052874,0.694,0.368,7.97E-93,7,ZMYM5
GCLM,2.92E-97,0.491831289,0.483,0.152,8.37E-93,7,GCLM
RHOT2,3.46E-97,0.548149308,0.574,0.226,9.91E-93,7,RHOT2
HFM1,3.50E-97,0.504638961,0.42,0.119,1.00E-92,7,HFM1
ANKRD543,4.28E-97,0.584945257,0.635,0.303,1.23E-92,7,ANKRD54
PTPRA4,6.27E-97,0.583606186,0.665,0.319,1.80E-92,7,PTPRA
Sep-73,6.83E-97,0.721350047,0.943,0.8,1.95E-92,7,7-Sep
ANKRD62,6.94E-97,0.500449114,0.507,0.166,1.99E-92,7,ANKRD62
EXOSC74,7.86E-97,0.552227033,0.669,0.298,2.25E-92,7,EXOSC7
RFC2,8.80E-97,0.528330097,0.542,0.198,2.52E-92,7,RFC2
RPS27L2,1.33E-96,0.683203596,0.805,0.553,3.81E-92,7,RPS27L
OSTC4,1.43E-96,0.666695565,0.675,0.347,4.09E-92,7,OSTC
RIC8A6,1.58E-96,0.622259754,0.726,0.394,4.53E-92,7,RIC8A
